system,system_name,school,school_name,pool,score_achievement,score_growth,score_absenteeism,score_grad,score_ready_grad,score_elpa,final_score
330,Hamilton County,51,McConnell Elementary,K8,3.2,3.4,3.6,NA,NA,NA,3.3
330,Hamilton County,55,Dalewood Middle School,K8,0.8666666666666667,2,2.4000000000000004,NA,NA,NA,1.5
330,Hamilton County,58,Dupont Elementary,K8,2.8,3.9,3.0999999999999996,NA,NA,4,3.3
330,Hamilton County,59,East Hamilton School,HS,3.7333333333333334,3.8,4,3.8,3.4,NA,3.7
330,Hamilton County,62,East Brainerd Elementary,K8,3.6,4,4,NA,NA,3.6,3.8
330,Hamilton County,63,East Lake Elementary,K8,2.1333333333333333,3.8666666666666667,4,NA,NA,1.8,2.9
330,Hamilton County,64,East Lake Academy Of Fine Arts,K8,1.2000000000000002,2.2,2.5,NA,NA,0.9,1.7
330,Hamilton County,65,East Ridge Elementary,K8,2,3.8,4,NA,NA,3,2.9
330,Hamilton County,70,East Ridge High School,HS,2.7333333333333334,3.6,3.6,3.8,1.6,1.1333333333333333,2.7
330,Hamilton County,75,East Ridge Middle School,K8,1.1,2.8,4,NA,NA,1,2
330,Hamilton County,78,East Side Elementary,K8,2.1333333333333333,3.8,4,NA,NA,2,2.9
330,Hamilton County,85,Middle Valley Elementary,K8,3.6,3.6,2.8666666666666663,NA,NA,4,3.6
330,Hamilton County,86,Hamilton County Collegiate High at Chattanooga State,HS,4,4,4,4,0,NA,3.2
330,Hamilton County,90,Harrison Elementary,K8,2.5999999999999996,2.1333333333333333,3.8666666666666667,NA,NA,NA,2.5
330,Hamilton County,95,Hamilton County High School,HS,2,3.2,4,2,0.4,NA,2.2
330,Hamilton County,97,Barger Academy,K8,2.7333333333333334,1.7333333333333334,3.4,NA,NA,NA,2.4
330,Hamilton County,100,Hunter Middle School,K8,3.6,1.5333333333333334,4,NA,NA,NA,2.8
330,Hamilton County,110,Hardy Elementary School,K8,1,2.5999999999999996,4,NA,NA,NA,1.9
330,Hamilton County,120,Loftis Middle School,K8,3.466666666666667,3.466666666666667,3.8666666666666667,NA,NA,NA,3.5
330,Hamilton County,125,Lookout Mountain Elementary,K8,4,4,4,NA,NA,NA,4
330,Hamilton County,127,Hixson Elementary,K8,2.8,3.5,3.0999999999999996,NA,NA,3,3.1
330,Hamilton County,128,Hixson High School,HS,2.0666666666666664,3.5,2.2666666666666666,2.2,3,3,2.7
330,Hamilton County,129,Hixson Middle School,K8,2.2,3.8,2.2,NA,NA,0.8666666666666667,2.6
330,Hamilton County,133,Hillcrest Elementary,K8,1.8,1.2666666666666666,4,NA,NA,NA,1.8
330,Hamilton County,137,The Howard School,HS,1,0.30000000000000004,4,3.6,0,0,1
330,Hamilton County,147,North Hamilton Elementary,K8,3.4,1.2666666666666666,3.6,NA,NA,NA,2.6
330,Hamilton County,148,Wolftever Creek Elementary,K8,2.8,3.8,2.6999999999999997,NA,NA,1.2666666666666666,3
330,Hamilton County,149,Nolan Elementary,K8,4,3,4,NA,NA,NA,3.6
330,Hamilton County,155,Ooltewah Elementary,K8,3.8666666666666667,3.8666666666666667,3.9,NA,NA,4,3.9
330,Hamilton County,157,Ooltewah Middle School,K8,1.8,0.4,1.4,NA,NA,0.13333333333333333,1.1
330,Hamilton County,159,Lakeside Academy,K8,3.8,3.8666666666666667,3.8,NA,NA,NA,3.8
330,Hamilton County,160,Ooltewah High School,HS,1.7,0.30000000000000004,2.5,2.1333333333333333,3.6,0,1.7
330,Hamilton County,162,Chattanooga School For The Liberal Arts,K8,4,3.8,4,NA,NA,NA,3.9
330,Hamilton County,165,Lookout Valley Middle / High School,HS,2,2,4,4,3,NA,2.5
330,Hamilton County,171,Red Bank Elementary,K8,2.5999999999999996,4,1.4,NA,NA,3,3
330,Hamilton County,175,Red Bank High School,HS,2.6999999999999997,3.7,4,3.1333333333333333,2,1,2.8
330,Hamilton County,180,Red Bank Middle School,K8,3.3333333333333335,4,3.7,NA,NA,0,3.3
330,Hamilton County,183,Rivermont Elementary,K8,2.8,3.7333333333333334,2.1333333333333333,NA,NA,NA,3.1
330,Hamilton County,190,Sale Creek Middle / High School,HS,3,3.8,4,4,4,NA,3.6
330,Hamilton County,194,Orchard Knob Elementary,K8,1,3,4,NA,NA,3,2.2
330,Hamilton County,196,Sequoyah High School,HS,3.8,1.1333333333333333,3.8,4,0,NA,2.3
330,Hamilton County,200,Orchard Knob Middle,K8,1.1333333333333333,0.4,3.0999999999999996,NA,NA,1,1.1
330,Hamilton County,210,Signal Mountain Middle/High School,HS,3.2,0.26666666666666666,3.7333333333333334,4,4,NA,2.6
330,Hamilton County,215,Snow Hill Elementary,K8,2.5999999999999996,3.3333333333333335,4,NA,NA,NA,3
330,Hamilton County,220,Soddy Daisy High School,HS,3.8666666666666667,1.8666666666666667,3.7333333333333334,1.8,3,NA,3
330,Hamilton County,225,Soddy Daisy Middle School,K8,2.5999999999999996,2,4,NA,NA,NA,2.5
330,Hamilton County,230,Soddy Elementary,K8,3.6,3.4,4,NA,NA,NA,3.6
330,Hamilton County,235,Spring Creek Elementary,K8,3.466666666666667,2,3.2,NA,NA,4,3
330,Hamilton County,237,Tyner Academy,HS,1.4,3.6,3.7333333333333334,4,4,2,2.9
330,Hamilton County,239,Tyner Middle Academy,K8,2.1333333333333333,3.7,3,NA,NA,1,2.7
330,Hamilton County,240,Thrasher Elementary,K8,4,3.6,4,NA,NA,NA,3.8
330,Hamilton County,241,Lookout Valley Elementary,K8,3,2.466666666666667,2.1333333333333333,NA,NA,NA,2.7
330,Hamilton County,245,Woodmore Elementary,K8,1.8,3,2.7333333333333334,NA,NA,NA,2.4
330,Hamilton County,260,Wallace A. Smith Elementary,K8,4,3.7333333333333334,2.333333333333333,NA,NA,NA,3.7
330,Hamilton County,265,Westview Elementary,K8,3.6,3.8666666666666667,3.6,NA,NA,NA,3.7
330,Hamilton County,280,STEM School Chattanooga,HS,3.6,2,3.8,4,4,NA,3.2
330,Hamilton County,8001,Chattanooga Girls Leadership Academy,K8,2.8666666666666663,3.7333333333333334,4,NA,NA,3.1333333333333333,3.3
330,Hamilton County,8002,"Ivy Academy, Inc.",HS,2,2,2.8,4,4,NA,2.6
330,Hamilton County,8003,Chattanooga Charter School of Excellence,K8,3,4,2.8,NA,NA,1.8666666666666667,3.2
330,Hamilton County,8010,Chattanooga Charter School of Excellence Middle,K8,1.1333333333333333,3.8666666666666667,4,NA,NA,0,2.3
330,Hamilton County,8011,Chattanooga Preparatory School,K8,NA,3.8666666666666667,NA,NA,NA,NA,3.9
340,Hancock County,20,Hancock County Elementary,K8,0.4,0,2.2,NA,NA,NA,0.4
340,Hancock County,25,Hancock High School,HS,1,1.4,3.2,4,0,NA,1.3
350,Hardeman County Schools,5,Bolivar Elementary,K8,0.8666666666666667,0.26666666666666666,4,NA,NA,NA,0.9
350,Hardeman County Schools,10,Bolivar Middle School,K8,1.1333333333333333,4,3.1333333333333333,NA,NA,NA,2.5
350,Hardeman County Schools,15,Central High School,HS,2.1999999999999997,1.7333333333333334,4,1.6,2.5999999999999996,NA,2.3
350,Hardeman County Schools,25,Grand Junction Elementary,K8,2.2,3.4,4,NA,NA,NA,2.9
350,Hardeman County Schools,30,Hornsby Elementary,K8,3,1.4,4,NA,NA,NA,2.5
350,Hardeman County Schools,35,Middleton Elementary,K8,2,2,3.6,NA,NA,NA,2.2
350,Hardeman County Schools,40,Middleton High School,HS,1,0.4,4,2.6,2.1999999999999997,NA,1.4
350,Hardeman County Schools,45,Toone Elementary,K8,2,1.4,2,NA,NA,NA,1.8
350,Hardeman County Schools,55,Whiteville Elementary,K8,2,1.2000000000000002,4,NA,NA,NA,1.9
360,Hardin County,15,Hardin County High School,HS,2.466666666666667,2.1999999999999997,3.2666666666666666,3.6,3.6,NA,2.8
360,Hardin County,17,Hardin County Middle School,K8,1.6,3.3333333333333335,4,NA,NA,NA,2.5
360,Hardin County,19,East Hardin Elementary,K8,2.4000000000000004,1.4,4,NA,NA,NA,2.2
360,Hardin County,21,Northside Elementary,K8,2,2.2666666666666666,3,NA,NA,NA,2.2
360,Hardin County,45,Parris South Elementary,K8,1.1333333333333333,0.8666666666666667,1.7333333333333334,NA,NA,NA,1.1
360,Hardin County,50,Pickwick Southside School,K8,2,2.5999999999999996,4,NA,NA,NA,2.4
360,Hardin County,67,West Hardin Elementary,K8,4,2.8,4,NA,NA,NA,3.5
370,Hawkins County,10,Bulls Gap School,K8,1.8,1.2000000000000002,3.6,NA,NA,NA,1.7
370,Hawkins County,15,Carter's Valley Elementary,K8,1.2,2,1.4,NA,NA,NA,1.5
370,Hawkins County,17,Cherokee High School,HS,2.8666666666666663,3.6,2.1333333333333333,3.4,2.1999999999999997,NA,2.9
370,Hawkins County,20,Church Hill Elementary,K8,2.5999999999999996,3.4,4,NA,NA,NA,3.1
370,Hawkins County,23,Church Hill Intermediate School,K8,2.4,0.4,1.4,NA,NA,NA,1.5
370,Hawkins County,25,Church Hill Middle School,K8,3,0.26666666666666666,2.2,NA,NA,NA,1.8
370,Hawkins County,30,Clinch School,K8,2,0.8,4,NA,NA,NA,1.7
370,Hawkins County,45,Keplar Elementary,K8,3,2,2.8,NA,NA,NA,2.6
370,Hawkins County,55,Mt Carmel Elementary,K8,3,1,3.6,NA,NA,NA,2.3
370,Hawkins County,60,McPheeter's Bend Elementary,K8,2,2,4,NA,NA,NA,2.2
370,Hawkins County,65,Mooresburg Elementary,K8,1.2,1.4,2.5999999999999996,NA,NA,NA,1.4
370,Hawkins County,75,Hawkins Elementary,K8,2,0.6000000000000001,2.2,NA,NA,NA,1.5
370,Hawkins County,80,Rogersville Middle School,K8,1,0.13333333333333333,0.4,NA,NA,NA,0.6
370,Hawkins County,90,St Clair Elementary,K8,3,3,4,NA,NA,NA,3.1
370,Hawkins County,95,Surgoinsville Elementary,K8,3,1,2.4000000000000004,NA,NA,NA,2.1
370,Hawkins County,100,Surgoinsville Middle School,K8,2.5999999999999996,0.8666666666666667,3,NA,NA,NA,1.9
370,Hawkins County,105,Volunteer High School,HS,2.7333333333333334,0.13333333333333333,3,3.6,2.4,NA,2
371,Rogersville,5,Rogersville Elementary,K8,2.5999999999999996,3.466666666666667,4,NA,NA,NA,3.1
380,Haywood County,25,East Side Elementary,K8,1.8666666666666667,0.2,2,NA,NA,NA,1.2
380,Haywood County,35,Haywood Elementary,K8,2,0.26666666666666666,1.8666666666666667,NA,NA,2.5999999999999996,1.4
380,Haywood County,40,Haywood High School,HS,2.5999999999999996,3.2,2.5999999999999996,3.6,2,NA,2.7
380,Haywood County,45,Haywood Middle School,K8,1,2.9,4,NA,NA,NA,2.1
390,Henderson County,5,Bargerton Elementary,K8,3,2,3,NA,NA,NA,2.6
390,Henderson County,10,Beaver Elementary,K8,4,4,2.7333333333333334,NA,NA,NA,3.9
390,Henderson County,15,Lexington High School,HS,3.0666666666666664,3.6,4,3.2,3.8,NA,3.5
390,Henderson County,20,Pin Oak Elementary,K8,3.2,0.4,2.4000000000000004,NA,NA,NA,2
390,Henderson County,38,Scotts Hill Elementary,K8,4,1.2000000000000002,4,NA,NA,NA,2.9
390,Henderson County,39,Scotts Hill High School,HS,2.5999999999999996,3.4,4,4,3.2,NA,3.2
390,Henderson County,40,South Haven Elementary,K8,2.5999999999999996,1.7333333333333334,2,NA,NA,NA,2.2
390,Henderson County,45,Westover Elementary,K8,4,3.6,2.8666666666666663,NA,NA,NA,3.7
390,Henderson County,50,South Side Elementary,K8,4,4,4,NA,NA,NA,4
391,Lexington,5,Paul G. Caywood Elementary,K8,2.8,1.7333333333333334,3.7333333333333334,NA,NA,NA,2.5
391,Lexington,10,Lexington Middle School,K8,2.4,2.8,3.6,NA,NA,NA,2.7
400,Henry County,12,Dorothy And Noble Harrelson School,K8,2.5999999999999996,3.2,2,NA,NA,NA,2.8
400,Henry County,15,E. W. Grove School,K8,3.2,1.4,3.7333333333333334,NA,NA,NA,2.5
400,Henry County,20,Henry Elementary,K8,1.6,0.5333333333333333,2.2666666666666666,NA,NA,NA,1.2
400,Henry County,25,Henry Co High School,HS,2.5999999999999996,1.4666666666666666,3,3.8,3.4,NA,2.5
400,Henry County,33,Lakewood Elementary,K8,2.5999999999999996,2.5999999999999996,3.6,NA,NA,NA,2.7
400,Henry County,34,Lakewood Middle School,K8,1.6,1.4,2.5999999999999996,NA,NA,NA,1.6
401,Paris,10,W O Inman Middle School,K8,2.333333333333333,3.7333333333333334,2,NA,NA,NA,2.9
401,Paris,20,Paris Elementary,K8,2.5999999999999996,1.8666666666666667,2.5999999999999996,NA,NA,NA,2.3
410,Hickman County,7,Centerville Intermediate School,K8,2.1999999999999997,0.26666666666666666,3.8666666666666667,NA,NA,NA,1.6
410,Hickman County,16,East Hickman Intermediate School,K8,2,0.26666666666666666,3.2,NA,NA,NA,1.4
410,Hickman County,17,East Hickman Middle School,K8,1.2000000000000002,0.26666666666666666,4,NA,NA,NA,1.1
410,Hickman County,18,East Hickman High School,HS,1.2000000000000002,0,3.7333333333333334,2,3.6,NA,1.6
410,Hickman County,20,Hickman Co Middle School,K8,2,0.26666666666666666,2.4000000000000004,NA,NA,NA,1.3
410,Hickman County,30,Hickman Co Sr High School,HS,2,2.2,4,3,2.1999999999999997,NA,2.4
420,Houston County,5,Erin Elementary,K8,1.2,0.26666666666666666,3.2,NA,NA,NA,1
420,Houston County,10,Houston Co Middle School,K8,1.4,0.5333333333333333,3.7333333333333334,NA,NA,NA,1.3
420,Houston County,13,Houston Co High School,HS,2.4000000000000004,2,2.8666666666666663,3,3,NA,2.5
420,Houston County,15,Tennessee Ridge Elementary,K8,1.6,2.8,2.2,NA,NA,NA,2.1
430,Humphreys County,5,Lakeview Elementary,K8,3.4,3.8,4,NA,NA,NA,3.6
430,Humphreys County,9,Mc Ewen Elementary,K8,2.5999999999999996,0.6000000000000001,2,NA,NA,NA,1.7
430,Humphreys County,13,McEwen Jr. High School,K8,2.5999999999999996,0,2,NA,NA,NA,1.5
430,Humphreys County,15,Mc Ewen High School,HS,2,1.2000000000000002,2.4000000000000004,3,4,NA,2.3
430,Humphreys County,20,Waverly Central High School,HS,3.6,3.2,2.533333333333333,4,3.2,NA,3.3
430,Humphreys County,25,Waverly Elementary,K8,3.2,3.4,4,NA,NA,NA,3.4
430,Humphreys County,30,Waverly Jr High School,K8,2,0,1.8666666666666667,NA,NA,NA,1.2
440,Jackson County,5,Jackson County High School,HS,2.8,0,3,4,2.5999999999999996,NA,2
440,Jackson County,10,Dodson Branch Elementary,K8,2.4,2.8,4,NA,NA,NA,2.7
440,Jackson County,25,Gainesboro Elementary,K8,2,0.2,4,NA,NA,NA,1.5
440,Jackson County,50,Jackson County Middle School,K8,0.8,0.2,2.2,NA,NA,NA,0.7
450,Jefferson County,10,Dandridge Elementary,K8,1.8,2,2,NA,NA,NA,1.9
450,Jefferson County,15,Jefferson Elementary,K8,1.8,3.9,2.2,NA,NA,4,2.8
450,Jefferson County,17,Jefferson Middle School,K8,1.2000000000000002,0.7000000000000001,2.2666666666666666,NA,NA,0,1
450,Jefferson County,20,Jefferson Co High School,HS,2.5,3.4,1.4,3.2,2.8,1.1,2.6
450,Jefferson County,22,Maury Middle School,K8,2.5999999999999996,4,2.2666666666666666,NA,NA,NA,3.1
450,Jefferson County,30,New Market Elementary,K8,3,3.4,3.4,NA,NA,NA,3.2
450,Jefferson County,35,Piedmont Elementary,K8,3,2,3,NA,NA,NA,2.6
450,Jefferson County,40,Rush Strong Elementary,K8,1.2000000000000002,3,1.8,NA,NA,NA,2
450,Jefferson County,55,Talbott Elementary,K8,2.1999999999999997,1.2000000000000002,3.2,NA,NA,NA,1.9
450,Jefferson County,60,White Pine Elementary,K8,1.2000000000000002,2.4000000000000004,3.8,NA,NA,3,2.1
450,Jefferson County,70,Mount Horeb Elementary School,K8,2.5999999999999996,2.7,3.2,NA,NA,1.1333333333333333,2.5
460,Johnson County,5,Doe Elementary,K8,2.5999999999999996,1.8,1,NA,NA,NA,2.1
460,Johnson County,15,Johnson Co High School,HS,1.8,1.4,3.8,4,3.2,NA,2.3
460,Johnson County,16,Johnson Co Middle School,K8,2,0.26666666666666666,3.8,NA,NA,NA,1.5
460,Johnson County,25,Mountain City Elementary,K8,2.5999999999999996,3,3.4,NA,NA,NA,2.8
460,Johnson County,33,Roan Creek Elementary,K8,2,3.6,3.1333333333333333,NA,NA,3,2.8
470,Knox County,2,Amherst Elementary School,K8,2.6999999999999997,1.4,2.2,NA,NA,4,2.3
470,Knox County,3,Adrian Burnett Elementary,K8,2.2,3.2,2.2,NA,NA,2.8666666666666663,2.6
470,Knox County,9,Austin East High/Magnet,HS,1.1333333333333333,0.5,2.3,2,2,1.7333333333333334,1.4
470,Knox County,10,Ball Camp Elementary,K8,3.2,2,2.1333333333333333,NA,NA,NA,2.6
470,Knox County,12,Bearden Elementary,K8,3.6,2.2666666666666666,2.7333333333333334,NA,NA,4,3.1
470,Knox County,14,Bearden Middle School,K8,2.6999999999999997,4,1.6,NA,NA,1.7,2.9
470,Knox County,15,Blue Grass Elementary,K8,4,3.466666666666667,2.5999999999999996,NA,NA,NA,3.6
470,Knox County,17,Bearden High School,HS,3.2,2.1,2.6,3,3.0666666666666664,1,2.6
470,Knox County,20,Bonny Kate Elementary,K8,2.5999999999999996,0.8,2.2,NA,NA,NA,1.8
470,Knox County,22,Beaumont Elementary/Magnet,K8,2.466666666666667,0.6000000000000001,3.9,NA,NA,3.7333333333333334,2.1
470,Knox County,24,Belle Morris Elementary,K8,1.3,0.5,1.6,NA,NA,1.9,1.1
470,Knox County,25,Brickey McCloud Elementary,K8,3.2,1.8666666666666667,2.533333333333333,NA,NA,3,2.6
470,Knox County,30,Carter Elementary,K8,2.5999999999999996,1.7000000000000002,3.8666666666666667,NA,NA,4,2.6
470,Knox County,35,Carter High School,HS,2.8666666666666663,3.6,3.8666666666666667,4,2,NA,3.1
470,Knox County,37,Carter Middle School,K8,2,3,2.2666666666666666,NA,NA,NA,2.4
470,Knox County,40,Cedar Bluff Elementary,K8,1.9999999999999998,2.1,4,NA,NA,2.9,2.3
470,Knox County,45,Cedar Bluff Middle School,K8,2.3,0.6000000000000001,2.8,NA,NA,0.8666666666666667,1.6
470,Knox County,47,Central High School,HS,1.7,3.4,3.0999999999999996,3.7333333333333334,3.466666666666667,1.2666666666666666,2.7
470,Knox County,51,Copper Ridge Elementary,K8,2,2.4000000000000004,4,NA,NA,NA,2.4
470,Knox County,53,Chilhowee Intermediate,K8,1.1333333333333333,0.4,2.533333333333333,NA,NA,NA,1
470,Knox County,55,Corryton Elementary,K8,3,2.5999999999999996,1.4,NA,NA,NA,2.7
470,Knox County,59,Dogwood Elementary,K8,2.8666666666666663,1.3,2.2666666666666666,NA,NA,2,2.2
470,Knox County,61,Christenberry Elementary,K8,3.0999999999999996,3.9,2.7,NA,NA,4,3.4
470,Knox County,65,South Doyle High School,HS,1.7333333333333334,3.7333333333333334,1.8666666666666667,2.1333333333333333,2.0666666666666664,1,2.3
470,Knox County,66,A L Lotts Elementary,K8,3.2,0.4,2.5999999999999996,NA,NA,4,2.2
470,Knox County,67,South Doyle Middle School,K8,1.8666666666666667,2.3,3.8666666666666667,NA,NA,0,2
470,Knox County,68,East Knox Elementary,K8,1.8,1.4,4,NA,NA,NA,1.9
470,Knox County,72,Farragut Intermediate,K8,3.6,3.8,2.8,NA,NA,4,3.6
470,Knox County,75,Farragut Middle School,K8,3.8,4,2.5999999999999996,NA,NA,4,3.8
470,Knox County,80,Farragut High School,HS,3.3333333333333335,3.2,4,4,4,1,3.3
470,Knox County,85,Gap Creek Elementary,K8,3,2,4,NA,NA,NA,2.7
470,Knox County,87,Fountain City Elementary,K8,2.8,2.3,4,NA,NA,4,2.9
470,Knox County,90,Fulton High School,HS,0.9,0.5,3.9,2.2,1.8,1,1.4
470,Knox County,95,Gibbs Elementary,K8,3.2,4,3.1333333333333333,NA,NA,2.8,3.4
470,Knox County,100,Gibbs High School,HS,1,0.5333333333333333,3.4,4,3.2,NA,1.7
470,Knox County,110,Halls Elementary,K8,3.6,3.6,3.466666666666667,NA,NA,NA,3.6
470,Knox County,112,Green Magnet Math And Science Academy,K8,1,0.5,1.3,NA,NA,3,1.1
470,Knox County,115,Halls High School,HS,1.3333333333333333,2.9,4,2.1999999999999997,3.4,0,2.3
470,Knox County,117,Gresham Middle School,K8,2.6999999999999997,2.3,4,NA,NA,0,2.4
470,Knox County,120,Halls Middle School,K8,2.5999999999999996,2.8,2.8,NA,NA,3.6,2.8
470,Knox County,122,Holston Middle School,K8,0.6,0.2,1.7333333333333334,NA,NA,NA,0.6
470,Knox County,124,Hardin Valley Elementary,K8,3.6,0.30000000000000004,3.0999999999999996,NA,NA,3.8,2.4
470,Knox County,126,Hardin Valley Academy,HS,3.2,3.1,3.2,2.7333333333333334,3.466666666666667,2,3.1
470,Knox County,138,Inskip Elementary,K8,1.2666666666666666,0.5,2.6,NA,NA,3,1.3
470,Knox County,145,Karns Elementary,K8,1.5,0.6000000000000001,3,NA,NA,3.8666666666666667,1.6
470,Knox County,147,Karns Middle School,K8,2.0999999999999996,0.8,1.6666666666666665,NA,NA,1,1.5
470,Knox County,150,Karns High School,HS,1.8,0.30000000000000004,3.0999999999999996,2.8666666666666663,3.466666666666667,0.13333333333333333,1.8
470,Knox County,165,Lonsdale Elementary,K8,1.1333333333333333,1.2000000000000002,3.2666666666666666,NA,NA,2.9,1.5
470,Knox County,168,Maynard Elementary,K8,1,0,2.4000000000000004,NA,NA,NA,0.7
470,Knox County,170,Mt Olive Elementary,K8,2.5999999999999996,3.3333333333333335,3.8666666666666667,NA,NA,NA,3
470,Knox County,172,Mooreland Heights Elementary,K8,1.8666666666666667,2,3.8666666666666667,NA,NA,3.8,2.3
470,Knox County,175,New Hopewell Elementary,K8,2,3.6,3.6,NA,NA,NA,2.8
470,Knox County,177,Norwood Elementary,K8,1,0.7000000000000001,3.7,NA,NA,4,1.5
470,Knox County,180,Powell Elementary,K8,2.3,1.7000000000000002,2.5,NA,NA,3,2.2
470,Knox County,182,Powell Middle School,K8,2.5999999999999996,0.6000000000000001,2.1333333333333333,NA,NA,1,1.7
470,Knox County,185,Powell High School,HS,1.9,1.7000000000000002,3.9,2.7333333333333334,3.2,0,2.2
470,Knox County,187,Northwest Middle School,K8,0.30000000000000004,0,4,NA,NA,1,0.6
470,Knox County,195,Ritta Elementary,K8,2.7333333333333334,2.5999999999999996,2,NA,NA,NA,2.6
470,Knox County,202,Pleasant Ridge Elementary,K8,0.8,2.8666666666666663,2,NA,NA,NA,1.7
470,Knox County,207,Pond Gap Elementary,K8,2,2.1,3.7,NA,NA,2,2.2
470,Knox County,235,Rocky Hill Elementary,K8,3.8,2.5,3,NA,NA,2.8,3.2
470,Knox County,250,Sarah Moore Greene Magnet Technology Academy,K8,2,4,0.6000000000000001,NA,NA,4,2.8
470,Knox County,255,Sequoyah Elementary,K8,4,2,4,NA,NA,NA,3.2
470,Knox County,260,Shannondale Elementary,K8,4,3.6,2.8666666666666663,NA,NA,NA,3.7
470,Knox County,265,South Knox Elementary,K8,2.5999999999999996,1,4,NA,NA,NA,2.1
470,Knox County,280,Spring Hill Elementary,K8,1.1333333333333333,2.4000000000000004,2.4000000000000004,NA,NA,4,2
470,Knox County,285,Sterchi Elementary,K8,3.3333333333333335,2.1,2.8,NA,NA,4,2.9
470,Knox County,295,Vine Middle/Magnet,K8,0.26666666666666666,0.5,3.7333333333333334,NA,NA,0,0.7
470,Knox County,300,West Haven Elementary,K8,2,0.5,1.5333333333333334,NA,NA,2.1333333333333333,1.4
470,Knox County,305,West High School,HS,2.6999999999999997,3.6,1,3.466666666666667,2.533333333333333,1,2.6
470,Knox County,310,West Hills Elementary,K8,3.0999999999999996,3.5,2.8,NA,NA,4,3.3
470,Knox County,313,West Valley Middle School,K8,3.2,3.7,3.7333333333333334,NA,NA,NA,3.5
470,Knox County,315,West View Elementary,K8,2,3.2,1,NA,NA,2.8666666666666663,2.4
470,Knox County,320,Whittle Springs Middle School,K8,1.2000000000000002,1.5,2.3,NA,NA,0,1.3
470,Knox County,332,Dr. Paul L. Kelley Volunteer Academy,HS,NA,1,4,2.2666666666666666,1.8666666666666667,NA,1.8
470,Knox County,334,L N STEM Academy,HS,3.6,2,4,4,4,NA,3.3
470,Knox County,336,Northshore Elementary School,K8,3.6,3.7,3.7333333333333334,NA,NA,NA,3.7
470,Knox County,345,Career Magnet Academy,HS,1.9999999999999998,2.5999999999999996,2,NA,NA,NA,2.2
470,Knox County,350,Gibbs Middle School,K8,NA,0.1,NA,NA,NA,NA,0.1
470,Knox County,355,Hardin Valley Middle School,K8,NA,4,NA,NA,NA,0,3.1
470,Knox County,8001,Emerald Academy,K8,1.8,1.2666666666666666,2,NA,NA,NA,1.6
480,Lake County,5,Lake Co High School,HS,2,2,1.6666666666666665,2.5999999999999996,2.5999999999999996,NA,2.1
480,Lake County,10,Lara Kendall Elementary,K8,1,2,3.6,NA,NA,NA,1.7
480,Lake County,15,Margaret Newton Elementary,K8,1.8666666666666667,3.3333333333333335,2.533333333333333,NA,NA,NA,2.5
490,Lauderdale County,20,Halls Elementary School,K8,2.466666666666667,1.4,3.8666666666666667,NA,NA,NA,2.2
490,Lauderdale County,23,Halls High School,HS,2.8,0.26666666666666666,3.1333333333333333,4,4,NA,2.4
490,Lauderdale County,24,Halls Junior High School,K8,2,0.5333333333333333,3.8,NA,NA,NA,1.6
490,Lauderdale County,25,Ripley Middle School,K8,1.2666666666666666,0,3.1333333333333333,NA,NA,NA,0.9
490,Lauderdale County,40,Ripley High School,HS,2,0.5333333333333333,4,4,1.6,NA,1.8
490,Lauderdale County,55,Ripley Elementary,K8,1.8666666666666667,2.2666666666666666,4,NA,NA,NA,2.2
500,Lawrence County,13,E O Coffman Middle School,K8,1.8666666666666667,0.4,2,NA,NA,NA,1.3
500,Lawrence County,15,David Crockett Elementary,K8,3.6,3.8666666666666667,2,NA,NA,NA,3.5
500,Lawrence County,20,Ethridge Elementary,K8,3,0,4,NA,NA,NA,1.9
500,Lawrence County,30,Ingram Sowell Elementary,K8,1,0.6000000000000001,0.13333333333333333,NA,NA,3.2,1
500,Lawrence County,40,Lawrence Co High School,HS,2.2666666666666666,1.1333333333333333,1.2666666666666666,4,2.8,NA,2
500,Lawrence County,45,Lawrenceburg Public,K8,3.6,2.8,3.6,NA,NA,NA,3.3
500,Lawrence County,50,Leoma Elementary,K8,2.5999999999999996,2,3.2,NA,NA,NA,2.4
500,Lawrence County,60,South Lawrence Elementary,K8,2.1999999999999997,0.8,1.8,NA,NA,NA,1.6
500,Lawrence County,65,Loretto High School,HS,3,2,4,3,4,NA,3
500,Lawrence County,70,New Prospect Elementary,K8,3.6,2,1.4,NA,NA,NA,2.7
500,Lawrence County,90,Summertown Elementary,K8,3.2,3.8,2.5999999999999996,NA,NA,NA,3.4
500,Lawrence County,95,Summertown High School,HS,3,2,1.8,4,2.4,NA,2.5
510,Lewis County,3,Lewis County Middle School,K8,1.8,2,4,NA,NA,NA,2.1
510,Lewis County,10,Lewis Co High School,HS,1.4,0.4,3.7333333333333334,1.6,2,NA,1.5
510,Lewis County,20,Lewis County Intermediate School,K8,2.5999999999999996,0.4,4,NA,NA,NA,1.9
520,Lincoln County,10,Blanche School,K8,3,2.8,2.4000000000000004,NA,NA,NA,2.9
520,Lincoln County,25,Lincoln County Ninth Grade Academy,K8,2.5999999999999996,1.4,1.4,NA,NA,NA,2
520,Lincoln County,45,Flintville School,K8,2.5999999999999996,2,2.2666666666666666,NA,NA,NA,2.3
520,Lincoln County,50,Highland Rim School,K8,2.5999999999999996,0.6666666666666667,2.8,NA,NA,4,2.1
