system,system_name,school,school_name,pool,score_achievement,score_growth,score_absenteeism,score_grad,score_ready_grad,score_elpa,final_score,final_grade
190,Davidson County,160,Dan Mills Elementary,K8,3.2,3.7333333333333334,2.6999999999999997,NA,NA,3,3.3,A
190,Davidson County,165,Dodson Elementary,K8,1,2.2,4,NA,NA,2.8666666666666663,1.9,C
190,Davidson County,175,Donelson Middle,K8,1,3.5,3,NA,NA,0.9,2.1,B
190,Davidson County,180,DuPont Elementary,K8,2.8,1.2000000000000002,4,NA,NA,3,2.4,B
190,Davidson County,185,DuPont Tyler Middle,K8,0.9,0.4,4,NA,NA,4,1.3,C
190,Davidson County,190,DuPont Hadley Middle,K8,0.9,2,4,NA,NA,1.2000000000000002,1.6,C
190,Davidson County,195,Eakin Elementary,K8,3.2,3.7,4,NA,NA,4,3.5,A
190,Davidson County,203,East Nashville Magnet High School,HS,1.1333333333333333,0.26666666666666666,2.4000000000000004,4,2.8,NA,1.5,C
190,Davidson County,208,Thomas A. Edison Elementary,K8,1.8666666666666667,3.4,4,NA,NA,2.9,2.7,B
190,Davidson County,220,Fall-Hamilton Elementary,K8,1,0.6666666666666667,3.9,NA,NA,2.2666666666666666,1.3,C
190,Davidson County,235,Gateway Elementary,K8,2.2666666666666666,4,2.533333333333333,NA,NA,4,3.1,A
190,Davidson County,240,Glencliff Elementary,K8,0.8666666666666667,3.8,4,NA,NA,1.7,2.3,B
190,Davidson County,245,Glencliff High School,HS,0.9,0.30000000000000004,3,2,2.5999999999999996,0.7,1.3,C
190,Davidson County,250,Glendale Elementary,K8,4,3.2,4,NA,NA,NA,3.7,A
190,Davidson County,255,Glengarry Elementary,K8,2.2666666666666666,2.6999999999999997,3.8,NA,NA,2.9,2.6,B
190,Davidson County,265,Glenview Elementary,K8,2.1333333333333333,2.9,2.1,NA,NA,3.9,2.6,B
190,Davidson County,270,Goodlettsville Elementary,K8,2.6,2.1,3.9,NA,NA,3.1333333333333333,2.6,B
190,Davidson County,275,Goodlettsville Middle,K8,1.1,0.2,2.9,NA,NA,4,1.3,C
190,Davidson County,280,Gower Elementary,K8,2.5999999999999996,4,2.6,NA,NA,2.8,3.1,A
190,Davidson County,285,Gra-Mar Middle,K8,1.3,2.2,4,NA,NA,0.8666666666666667,1.8,C
190,Davidson County,290,Granbery Elementary,K8,3.6,3.8,3.3,NA,NA,3,3.6,A
190,Davidson County,295,H. G. Hill Middle,K8,1.1,3.7,4,NA,NA,2,2.4,B
190,Davidson County,296,East Nashville Middle,K8,1,0.13333333333333333,0.7333333333333333,NA,NA,NA,0.6,D
190,Davidson County,300,Harpeth Valley Elementary,K8,4,3.1333333333333333,3.3,NA,NA,4,3.6,A
190,Davidson County,305,Haynes Middle,K8,0.8666666666666667,2.4000000000000004,2,NA,NA,NA,1.6,C
190,Davidson County,310,Haywood Elementary,K8,1,2,3.2,NA,NA,2.9,1.8,C
190,Davidson County,315,Head Middle,K8,3.5,1.9,3.6,NA,NA,NA,2.9,B
190,Davidson County,318,Henry C. Maxwell Elementary,K8,2,3,2.8,NA,NA,2.9,2.5,B
190,Davidson County,320,Hermitage Elementary,K8,1.4,2.6999999999999997,2.4000000000000004,NA,NA,3,2.1,B
190,Davidson County,327,Hickman Elementary,K8,0.8666666666666667,0.8,4,NA,NA,4,1.5,C
190,Davidson County,330,Meigs Middle,K8,4,2.4,4,NA,NA,NA,3.4,A
190,Davidson County,335,Hillsboro High,HS,1.8666666666666667,0.2,3.6,4,3.3333333333333335,1,1.9,C
190,Davidson County,340,Hillwood High,HS,1.1,0.4,3.4,3.466666666666667,3.7333333333333334,0.8666666666666667,1.8,C
190,Davidson County,350,Hull-Jackson Elementary,K8,0.8,0.4,0.8,NA,NA,NA,0.6,D
190,Davidson County,355,Hume - Fogg High,HS,4,3.8,4,4,4,NA,3.9,A
190,Davidson County,358,Hunters Lane High,HS,1,0.4,3.0999999999999996,3.1,2.5999999999999996,0,1.4,C
190,Davidson County,360,Inglewood Elementary,K8,1.8,0,2,NA,NA,NA,1.1,C
190,Davidson County,365,Isaac Litton Middle,K8,1.6,1.6,3.1333333333333333,NA,NA,0,1.6,C
190,Davidson County,370,J. E. Moss Elementary,K8,2.8,3,3.9,NA,NA,3,3,B
190,Davidson County,375,Jere Baxter Middle,K8,1.2000000000000002,0.30000000000000004,3.8,NA,NA,1.1333333333333333,1.1,C
190,Davidson County,380,Joelton Elementary,K8,3,0.4,3.1333333333333333,NA,NA,NA,2,C
190,Davidson County,385,Joelton Middle,K8,1,1,2.2666666666666666,NA,NA,NA,1.1,C
190,Davidson County,386,John Early Middle,K8,1.1333333333333333,1.1333333333333333,4,NA,NA,NA,1.4,C
190,Davidson County,387,Jones Elementary,K8,0,0,4,NA,NA,NA,0.4,D
190,Davidson County,390,John B. Whitsitt Elementary,K8,1.8666666666666667,3.9,3,NA,NA,3.9,2.9,B
190,Davidson County,393,John F. Kennedy Middle,K8,1.1,0.2,3.8,NA,NA,0,0.9,D
190,Davidson County,395,John Overton High,HS,1.6,0.1,3.9,1.9,2.4,0.8,1.6,C
190,Davidson County,415,Julia Green Elementary,K8,4,0.4,3.4,NA,NA,NA,2.5,B
190,Davidson County,420,Robert E. Lillard Elementary,K8,2.2,2.1333333333333333,4,NA,NA,NA,2.4,B
190,Davidson County,430,Lakeview Elementary,K8,3,3.8,2.8,NA,NA,4,3.4,A
190,Davidson County,435,Lockeland Elementary,K8,4,4,4,NA,NA,NA,4,A
190,Davidson County,437,Middle College High,HS,4,2.8,4,4,4,NA,3.6,A
190,Davidson County,443,Cora Howe School,K8,1,2,2.1333333333333333,NA,NA,NA,1.5,C
190,Davidson County,445,Maplewood High,HS,1,0.1,1.4,2,1.8666666666666667,0,0.9,D
190,Davidson County,450,Margaret Allen Middle,K8,0.8,2,2.3,NA,NA,2.9,1.6,C
190,Davidson County,456,Martin Luther King Jr School,HS,4,3.7333333333333334,4,4,4,NA,3.9,A
190,Davidson County,465,McGavock Elementary,K8,1.6,2,4,NA,NA,4,2.2,B
190,Davidson County,470,McGavock High,HS,1,0.30000000000000004,4,2.6999999999999997,3.3,0.1,1.6,C
190,Davidson County,480,McMurray Middle,K8,1.2000000000000002,4,4,NA,NA,2,2.5,B
190,Davidson County,490,John Trotwood Moore Middle,K8,2.933333333333333,0.6000000000000001,2.1333333333333333,NA,NA,4,2.1,B
190,Davidson County,493,Mt. View Elementary,K8,2.3,2,3.3,NA,NA,2.8,2.3,B
190,Davidson County,505,Murrell at Glenn School,K8,1,2,4,NA,NA,NA,1.7,C
190,Davidson County,510,Napier Elementary,K8,3,4,4,NA,NA,NA,3.5,A
190,Davidson County,512,Nashville School Of The Arts,HS,3.2,2.8666666666666663,2.533333333333333,3,3.6,NA,3.1,A
190,Davidson County,515,Neely's Bend Elementary,K8,1.5333333333333334,3.0999999999999996,3.0999999999999996,NA,NA,2.7333333333333334,2.4,B
190,Davidson County,525,Norman Binkley Elementary,K8,3,3.8,2.1,NA,NA,3.7,3.3,A
190,Davidson County,535,Old Center Elementary,K8,1.8,3.0999999999999996,4,NA,NA,3.1333333333333333,2.6,B
190,Davidson County,538,William Henry Oliver Middle,K8,1.8,0.7000000000000001,4,NA,NA,2.1,1.7,C
190,Davidson County,540,Paragon Mills Elementary,K8,1.2666666666666666,3.9,4,NA,NA,3,2.6,B
190,Davidson County,545,Park Avenue Elementary,K8,2.2,3.8666666666666667,3.2666666666666666,NA,NA,NA,3,B
190,Davidson County,555,Pearl-Cohn High,HS,1,0.5333333333333333,2.4000000000000004,2.2666666666666666,1.8666666666666667,NA,1.2,C
190,Davidson County,565,Pennington Elementary,K8,3.4,3.466666666666667,2.2666666666666666,NA,NA,1,3.1,A
190,Davidson County,570,Percy Priest Elementary,K8,4,3,4,NA,NA,NA,3.6,A
190,Davidson County,595,Rose Park Middle,K8,2.5999999999999996,0.6000000000000001,3.8,NA,NA,NA,1.9,C
190,Davidson County,600,Rosebank Elementary,K8,1.6,2.2666666666666666,4,NA,NA,NA,2.1,B
190,Davidson County,607,Ruby Major Elementary,K8,3,3.9,2.5,NA,NA,3,3.3,A
190,Davidson County,608,May Werthan Shayne Elementary School,K8,3.5,2.2,3.8,NA,NA,3.8,3.1,A
190,Davidson County,610,Shwab Elementary,K8,3,4,4,NA,NA,3.1333333333333333,3.5,A
190,Davidson County,612,The Academy at Opry Mills,HS,NA,NA,1,0.2,1.2,NA,1,D
190,Davidson County,614,The Academy at Old Cockrill,HS,NA,3.6,0,1.6,2.1999999999999997,NA,2.5,B
190,Davidson County,615,Stanford Elementary,K8,3,4,4,NA,NA,2.8,3.4,A
190,Davidson County,618,Robert Churchwell Elementary,K8,3,4,2.2666666666666666,NA,NA,NA,3.3,A
190,Davidson County,620,Stratford STEM Magnet School,HS,1.1,0.8,3.7,4,2,1,1.6,C
190,Davidson County,622,Madison Middle,K8,1.2000000000000002,3.2,4,NA,NA,0.8666666666666667,2.1,B
190,Davidson County,625,Stratton Elementary,K8,0.13333333333333333,3.7,0.5,NA,NA,2.9,1.7,C
190,Davidson County,630,Sylvan Park Elementary,K8,3.4,3.8666666666666667,3.6,NA,NA,NA,3.6,A
190,Davidson County,633,Thurgood Marshall Middle,K8,1,2.2,3.9,NA,NA,1.8,1.8,C
190,Davidson County,635,Tom Joy Elementary,K8,1,3.8,4,NA,NA,1.8666666666666667,2.4,B
190,Davidson County,637,Tulip Grove Elementary,K8,2.1333333333333333,2.9,4,NA,NA,4,2.8,B
190,Davidson County,645,Tusculum Elementary,K8,2.2666666666666666,3.9,4,NA,NA,3.8,3.2,A
190,Davidson County,650,Two Rivers Middle,K8,1.1,0.8,2.2,NA,NA,1.8,1.2,C
190,Davidson County,655,Una Elementary,K8,1.4,2.2,2.4000000000000004,NA,NA,3.8,2,C
190,Davidson County,670,Carter-Lawrence Elementary,K8,2.2,1.8,4,NA,NA,0.8666666666666667,2.1,B
190,Davidson County,675,Warner Elementary,K8,2,4,4,NA,NA,3.8666666666666667,3.1,A
190,Davidson County,690,West End Middle,K8,2.466666666666667,0.6000000000000001,1.7333333333333334,NA,NA,NA,1.6,C
190,Davidson County,695,Westmeade Elementary,K8,3,3.7,4,NA,NA,2.8666666666666663,3.3,A
190,Davidson County,700,Isaiah T. Creswell Middle School of the Arts,K8,1,1,3.466666666666667,NA,NA,NA,1.2,C
190,Davidson County,704,Whites Creek High,HS,0.13333333333333333,0,2.533333333333333,3.7333333333333334,3.6,NA,1.2,C
190,Davidson County,715,Wright Middle,K8,1,1.6,4,NA,NA,0,1.4,C
190,Davidson County,720,The Academy at Hickory Hollow,HS,NA,NA,NA,1.1333333333333333,1.7333333333333334,0,1.2,C
190,Davidson County,745,The Cohn Learning Center,HS,0.8,0.26666666666666666,1.4,1.2000000000000002,NA,NA,0.7,D
190,Davidson County,750,Smith Springs Elementary School,K8,2.7333333333333334,3.8,4,NA,NA,2.9,3.3,A
190,Davidson County,755,Waverly-Belmont Elementary School,K8,3.2,1.7333333333333334,3.7333333333333334,NA,NA,NA,2.7,B
190,Davidson County,8001,Smithson Craighead Academy,K8,2,3.4,2.4000000000000004,NA,NA,3,2.6,B
190,Davidson County,8002,KIPP Academy Nashville,K8,2.9,4,4,NA,NA,1,3.2,A
190,Davidson County,8003,Lead Academy,HS,1.3,1.9,1.5,4,4,0.9,2.1,B
190,Davidson County,8005,Liberty Collegiate Academy,K8,2.8,4,1.1,NA,NA,2.8,3.1,A
190,Davidson County,8006,STEM Prep Academy,K8,1.9,3.7,4,NA,NA,2.6999999999999997,2.8,B
190,Davidson County,8008,Nashville Prep,K8,2.2,3.9,1.6,NA,NA,0.8,2.6,B
190,Davidson County,8009,East End Preparatory School,K8,2.9,1,3.8,NA,NA,3,2.3,B
190,Davidson County,8010,Cameron College Preparatory,K8,2,4,2.4000000000000004,NA,NA,2.6999999999999997,2.8,B
190,Davidson County,8011,KIPP Nashville Collegiate High School,HS,2,0.5,4,NA,NA,4,2,C
190,Davidson County,8012,Knowledge Academy,K8,1.1333333333333333,2.5999999999999996,3.1333333333333333,NA,NA,1.1,1.8,C
190,Davidson County,8013,LEAD Prep Southeast,K8,1.8,4,3.8,NA,NA,1.9,2.8,B
190,Davidson County,8042,KIPP Nashville College Prep,K8,3,3.8,4,NA,NA,1,3.2,A
190,Davidson County,8044,Nashville Classical,K8,4,2,3.7333333333333334,NA,NA,NA,3.2,A
190,Davidson County,8045,Valor Flagship Academy,K8,3.8,4,4,NA,NA,3.9,3.9,A
190,Davidson County,8046,Purpose Prep,K8,4,1.4,3.6,NA,NA,NA,2.9,B
190,Davidson County,8048,Intrepid College Preparatory Charter School,K8,1.7333333333333334,0.30000000000000004,4,NA,NA,3.7,1.7,C
190,Davidson County,8050,Rocketship Nashville Northeast Elementary,K8,4,4,1.5,NA,NA,2.7333333333333334,3.6,A
190,Davidson County,8055,Nashville Academy of Computer Science,K8,2.9,3.9,0.4,NA,NA,2,2.9,B
190,Davidson County,8060,Explore Community School,K8,NA,NA,1.5333333333333334,NA,NA,NA,1.5,C
190,Davidson County,8065,Knowledge Academies High School,K8,1.1333333333333333,0.30000000000000004,0.4,NA,NA,1.1,0.8,D
190,Davidson County,8070,Rocketship United,K8,2.7333333333333334,2.1,1.3,NA,NA,2.8,2.4,B
190,Davidson County,8075,STEM Prep High School,K8,1.1333333333333333,2.6999999999999997,3.2666666666666666,NA,NA,1,1.9,C
190,Davidson County,8080,Valor Voyager Academy,K8,3.9,4,3.8,NA,NA,3,3.8,A
190,Davidson County,8090,Strive Collegiate Academy,K8,0.26666666666666666,0.30000000000000004,2,NA,NA,1.1333333333333333,0.5,D
190,Davidson County,8095,KIPP Academy Nashville Elementary School,K8,3,3.8666666666666667,2.1333333333333333,NA,NA,NA,3.3,A
190,Davidson County,8100,RePublic High School,K8,0.4,0.2,0,NA,NA,2,0.5,D
190,Davidson County,8105,KA @ The Crossings,K8,2.2666666666666666,2,3.1333333333333333,NA,NA,0.26666666666666666,2.1,B
200,Decatur County,3,Riverside High School,HS,3,2.5999999999999996,3.1333333333333333,2,3.4,NA,2.9,B
200,Decatur County,5,Decaturville Elementary,K8,4,2,4,NA,NA,NA,3.2,A
200,Decatur County,10,Parsons Elementary,K8,3,2.5999999999999996,2.533333333333333,NA,NA,NA,2.8,B
200,Decatur County,20,Decatur County Middle School,K8,2.5999999999999996,1.4,2.1333333333333333,NA,NA,NA,2.1,B
210,DeKalb County,25,De Kalb County High School,HS,1.7333333333333334,0,3.6,3,2.5999999999999996,0,1.6,C
210,DeKalb County,37,DeKalb Middle School,K8,1.7333333333333334,2.8,4,NA,NA,1,2.3,B
210,DeKalb County,40,Northside Elementary,K8,0.9,0.4,2.1,NA,NA,3.7333333333333334,1.1,C
210,DeKalb County,50,DeKalb West Elementary,K8,2.8,1.4,1.6,NA,NA,NA,2.1,B
220,Dickson County,5,Stuart Burns Elementary,K8,3.6,2.5999999999999996,3.8666666666666667,NA,NA,4,3.3,A
220,Dickson County,7,Charlotte Elementary,K8,2.8,3.466666666666667,4,NA,NA,NA,3.2,A
220,Dickson County,8,Centennial Elementary,K8,4,3.7333333333333334,3.8666666666666667,NA,NA,NA,3.9,A
220,Dickson County,15,Charlotte Middle School,K8,2.8666666666666663,3.6,2.4000000000000004,NA,NA,NA,3.1,A
220,Dickson County,17,Creek Wood High School,HS,2.8666666666666663,2.7333333333333334,4,3.8,2.5999999999999996,NA,2.9,B
220,Dickson County,20,Dickson Elementary,K8,2.2,2.3,3.7,NA,NA,3,2.5,B
220,Dickson County,23,Dickson Middle School,K8,2.5999999999999996,3.4,4,NA,NA,NA,3.1,A
220,Dickson County,25,Dickson County High School,HS,1.8666666666666667,1,4,2.5999999999999996,2.5999999999999996,4,2.3,B
220,Dickson County,28,The Discovery School,K8,4,3.4,4,NA,NA,NA,3.8,A
220,Dickson County,30,Oakmont Elementary,K8,2.333333333333333,0.6000000000000001,2.1333333333333333,NA,NA,3,1.8,C
220,Dickson County,37,Dickson Intermediate School,K8,2.7333333333333334,0.1,3.1333333333333333,NA,NA,NA,1.7,C
220,Dickson County,40,Vanleer Elementary,K8,2.1999999999999997,2,2,NA,NA,NA,2.1,B
220,Dickson County,44,White Bluff Elementary,K8,2.4,2,3.8666666666666667,NA,NA,NA,2.4,B
220,Dickson County,50,W James Middle School,K8,3.6,2,4,NA,NA,NA,3,B
230,Dyer County,15,Northview Middle School,K8,2.7333333333333334,0.5333333333333333,3.466666666666667,NA,NA,NA,1.9,C
230,Dyer County,18,Dyer County High School,HS,3.6,3.466666666666667,3.7333333333333334,2.5999999999999996,4,NA,3.6,A
230,Dyer County,20,Fifth Consolidated School,K8,4,0.4,1.6,NA,NA,NA,2.3,B
230,Dyer County,25,Finley Elementary,K8,3.6,1.2000000000000002,4,NA,NA,NA,2.7,B
230,Dyer County,30,Holice Powell Elementary,K8,4,3.6,4,NA,NA,NA,3.8,A
230,Dyer County,35,Newbern Elementary School,K8,2.5999999999999996,2,2.2666666666666666,NA,NA,NA,2.3,B
230,Dyer County,43,Three Oaks Middle School,K8,2.933333333333333,0.6666666666666667,3.4,NA,NA,NA,2.1,B
230,Dyer County,45,Trimble Elementary,K8,3,3.4,2.8,NA,NA,NA,3.1,A
231,Dyersburg,12,Dyersburg Intermediate School,K8,2.466666666666667,2.6999999999999997,4,NA,NA,NA,2.7,B
231,Dyersburg,15,Dyersburg High School,HS,2.5999999999999996,1.7333333333333334,4,2,2.8,4,2.7,B
231,Dyersburg,21,Dyersburg Middle School,K8,3.2,2.8,4,NA,NA,NA,3.1,A
240,Fayette County Public Schools,18,East Jr. High School,K8,0.8666666666666667,2.8666666666666663,4,NA,NA,NA,2,C
240,Fayette County Public Schools,26,Fayette Ware Comprehensive High School,HS,2.5999999999999996,3.8666666666666667,1.8666666666666667,3.6,3,NA,3,B
240,Fayette County Public Schools,46,La Grange Moscow Elementary,K8,2.5999999999999996,3.7333333333333334,2.6,NA,NA,NA,3.1,A
240,Fayette County Public Schools,60,Oakland Elementary,K8,4,3.9,1.9,NA,NA,3,3.7,A
240,Fayette County Public Schools,70,Southwest Elementary,K8,3.2,2.5999999999999996,2.533333333333333,NA,NA,NA,2.9,B
240,Fayette County Public Schools,90,West Junior High School,K8,1.2666666666666666,0.13333333333333333,1.1333333333333333,NA,NA,NA,0.8,D
240,Fayette County Public Schools,95,Buckley-Carpenter Elementary School,K8,NA,1.8666666666666667,0.8666666666666667,NA,NA,NA,1.7,C
250,Fentress County,5,Allardt Elementary,K8,3.2,1.4,4,NA,NA,NA,2.6,B
250,Fentress County,25,Clarkrange High School,HS,3,2.5999999999999996,3,4,3.6,NA,3.1,A
250,Fentress County,33,South Fentress Elementary School,K8,2.4000000000000004,2.8,3.4,NA,NA,NA,2.7,B
250,Fentress County,40,Pine Haven Elementary,K8,2,2,4,NA,NA,NA,2.2,B
250,Fentress County,60,York Elementary,K8,2,3,4,NA,NA,NA,2.6,B
260,Franklin County,15,Broadview Elementary,K8,4,2.5999999999999996,4,NA,NA,NA,3.4,A
260,Franklin County,30,Clark Memorial School,K8,2.7333333333333334,1.8,4,NA,NA,1.8,2.4,B
260,Franklin County,35,Cowan Elementary,K8,2.5999999999999996,3.2,2,NA,NA,NA,2.8,B
260,Franklin County,40,Decherd Elementary,K8,1.4,1.4,4,NA,NA,NA,1.7,C
260,Franklin County,50,Franklin Co High School,HS,1,3.3333333333333335,4,2.7333333333333334,2.1999999999999997,NA,2.3,B
260,Franklin County,65,Huntland School,HS,1.6,2.8,4,4,3,2,2.6,B
260,Franklin County,80,North Middle School,K8,1.2666666666666666,1.4,4,NA,NA,NA,1.6,C
260,Franklin County,82,North Lake Elementary,K8,3,2.8,3.2,NA,NA,NA,2.9,B
260,Franklin County,87,Rock Creek Elementary,K8,2,0.6000000000000001,4,NA,NA,NA,1.6,C
260,Franklin County,90,Sewanee Elementary,K8,4,2,4,NA,NA,NA,3.2,A
260,Franklin County,115,South Middle School,K8,2,0.26666666666666666,4,NA,NA,NA,1.5,C
271,Humboldt City Schools,20,Humboldt Junior/Senior High School,HS,1.8,0.13333333333333333,2,2.4000000000000004,3,NA,1.6,C
271,Humboldt City Schools,27,East Elementary School,K8,0,0.26666666666666666,2.2666666666666666,NA,NA,NA,0.3,D
272,Milan,10,Milan High School,HS,2.5999999999999996,1.8666666666666667,4,3.466666666666667,3.3333333333333335,NA,2.7,B
272,Milan,15,Milan Middle School,K8,3.3333333333333335,1.5333333333333334,4,NA,NA,NA,2.7,B
272,Milan,25,Milan Elementary,K8,2.4,1.8666666666666667,4,NA,NA,NA,2.3,B
273,Trenton,5,Peabody High School,HS,1.6,0.5333333333333333,4,3,3.6,NA,2,C
273,Trenton,10,Trenton Middle School,K8,1.6,0.30000000000000004,1.7333333333333334,NA,NA,NA,1.1,C
273,Trenton,15,Trenton Elementary,K8,2,2.6,2.8666666666666663,NA,NA,2,2.3,B
274,Bradford,5,Bradford High School,HS,3,0.6000000000000001,3.6,4,4,NA,2.6,B
274,Bradford,10,Bradford Elementary,K8,3.4,2,4,NA,NA,NA,2.9,B
275,Gibson Co Sp Dist,15,Dyer Elementary,K8,1.7333333333333334,2.1333333333333333,4,NA,NA,NA,2.1,B
275,Gibson Co Sp Dist,33,Gibson County High School,HS,3,3.2,3.4,1.6,3.2,NA,3.1,A
275,Gibson Co Sp Dist,37,South Gibson County High School,HS,3.7333333333333334,3.2,4,4,4,NA,3.7,A
275,Gibson Co Sp Dist,40,South Gibson County Elementary School,K8,NA,NA,3.6,NA,NA,NA,3.6,A
275,Gibson Co Sp Dist,45,South Gibson County Middle School,K8,3.466666666666667,3.466666666666667,3.7333333333333334,NA,NA,NA,3.5,A
275,Gibson Co Sp Dist,55,Rutherford Elementary,K8,3.4,2.5999999999999996,3.8666666666666667,NA,NA,NA,3.1,A
275,Gibson Co Sp Dist,65,Spring Hill Elementary,K8,4,2,4,NA,NA,NA,3.2,A
275,Gibson Co Sp Dist,85,Yorkville Elementary,K8,3,2,4,NA,NA,NA,2.7,B
280,Giles County,7,Bridgeforth Middle School,K8,1.8,3.6,1.8000000000000003,NA,NA,NA,2.5,B
280,Giles County,35,Elkton Elementary,K8,1,0.5333333333333333,4,NA,NA,NA,1.1,C
280,Giles County,45,Giles Co High School,HS,2.5999999999999996,2.5999999999999996,2.1333333333333333,4,3.4,NA,2.8,B
280,Giles County,65,Minor Hill School,K8,2.5999999999999996,3.6,2.2,NA,NA,NA,3,B
280,Giles County,81,Richland Elementary,K8,2.1999999999999997,0.26666666666666666,3,NA,NA,NA,1.5,C
280,Giles County,84,Richland School,HS,3,3.3333333333333335,3.1333333333333333,2,4,NA,3.3,A
280,Giles County,87,Southside Elementary,K8,2,3,1.2666666666666666,NA,NA,NA,2.3,B
290,Grainger County,5,Bean Station Elementary,K8,2.2,3.6,1.2000000000000002,NA,NA,NA,2.7,B
290,Grainger County,8,Grainger High School,HS,0.8666666666666667,0.26666666666666666,1.4,4,2.5999999999999996,NA,1.2,C
290,Grainger County,10,Joppa Elementary,K8,2.5999999999999996,1.4,1.8000000000000003,NA,NA,NA,2,C
290,Grainger County,18,Rutledge Elementary School,K8,2.466666666666667,1.3,1.4,NA,NA,2.8666666666666663,2,C
290,Grainger County,23,Rutledge Middle School,K8,2,3.4,1.8000000000000003,NA,NA,NA,2.5,B
290,Grainger County,30,Washburn School,HS,3,3.8,3,4,1,NA,2.9,B
300,Greene County,5,Baileyton Elementary,K8,3.8,2.8,3,NA,NA,NA,3.3,A
300,Greene County,10,Camp Creek Elementary,K8,2,2.2,1.8,NA,NA,NA,2.1,B
300,Greene County,20,Chuckey Elementary,K8,2.5999999999999996,2.5999999999999996,3.6,NA,NA,NA,2.7,B
300,Greene County,25,Chuckey Doak Middle School,K8,3.7333333333333334,4,4,NA,NA,NA,3.9,A
300,Greene County,28,Chuckey Doak High School,HS,2,0.4,2.7333333333333334,3,2.4000000000000004,NA,1.7,C
300,Greene County,30,Debusk Elementary,K8,3,3.6,1.4,NA,NA,NA,3.1,A
300,Greene County,35,Doak Elementary,K8,2.4,3.5,3.7333333333333334,NA,NA,2,2.9,B
300,Greene County,40,Glenwood Elementary,K8,4,3.6,4,NA,NA,NA,3.8,A
300,Greene County,55,McDonald Elementary,K8,1.6,2.2,2,NA,NA,NA,1.9,C
300,Greene County,60,Mosheim Elementary,K8,1,1.7333333333333334,2.4000000000000004,NA,NA,NA,1.4,C
300,Greene County,67,Nolachuckey Elementary,K8,3,1.4,3.4,NA,NA,NA,2.4,B
300,Greene County,70,North Greene High School,HS,2,3.6,4,3.2,1.7999999999999998,NA,2.7,B
300,Greene County,75,Ottway Elementary,K8,2.5999999999999996,2.5999999999999996,4,NA,NA,NA,2.7,B
300,Greene County,80,South Greene High School,HS,2.8,3.4,3.8,3.6,3.4,NA,3.2,A
300,Greene County,95,West Greene High School,HS,1.2000000000000002,1.4,3,4,3.4,NA,2,C
300,Greene County,100,West Pines Elementary,K8,1.4,2,1.6,NA,NA,NA,1.7,C
301,Greeneville,8,C Hal Henard Elementary,K8,1.9999999999999998,0.4,3.7333333333333334,NA,NA,NA,1.5,C
301,Greeneville,15,Eastview Elementary,K8,3.6,2,4,NA,NA,NA,3,B
301,Greeneville,20,Greeneville High School,HS,3.0666666666666664,3.3333333333333335,3.466666666666667,4,4,NA,3.4,A
301,Greeneville,25,Greeneville Middle School,K8,2.333333333333333,0.1,4,NA,NA,NA,1.6,C
301,Greeneville,30,Highland Elementary,K8,2,3.7333333333333334,4,NA,NA,NA,2.9,B
301,Greeneville,35,Tusculum View Elementary,K8,2.1999999999999997,2,3.8666666666666667,NA,NA,NA,2.3,B
310,Grundy County,15,Coalmont Elementary,K8,0,0.6000000000000001,2.5999999999999996,NA,NA,NA,0.5,D
310,Grundy County,25,Grundy County High School,HS,1.7999999999999998,2,2.1999999999999997,3,3.2,NA,2.2,B
310,Grundy County,35,North Elementary,K8,3,2.8,3.4,NA,NA,NA,3,B
310,Grundy County,40,Palmer Elementary,K8,1.4,1.8000000000000003,4,NA,NA,NA,1.8,C
310,Grundy County,45,Pelham Elementary,K8,2,0.8,4,NA,NA,NA,1.7,C
310,Grundy County,60,Swiss Memorial Elementary,K8,4,4,4,NA,NA,NA,4,A
310,Grundy County,65,Tracy Elementary,K8,3,2,4,NA,NA,NA,2.7,B
320,Hamblen County,5,Alpha Elementary,K8,3.7333333333333334,2.5,2.9,NA,NA,1.8,3,B
320,Hamblen County,7,East Ridge Middle School,K8,2.5999999999999996,1.3,2.5999999999999996,NA,NA,NA,2.1,B
320,Hamblen County,10,Fairview Marguerite,K8,3,2.9,3.3,NA,NA,3.7,3.1,A
320,Hamblen County,12,Hillcrest Elementary,K8,2.2,3.8,3.9,NA,NA,2.9,3,B
320,Hamblen County,14,John Hay Elementary,K8,3.466666666666667,2.533333333333333,4,NA,NA,3,3.1,A
320,Hamblen County,15,Manley Elementary,K8,2.9,3.8,3.2,NA,NA,3.9,3.3,A
320,Hamblen County,18,Lincoln Heights Elementary,K8,2.9,4,3.2,NA,NA,3,3.3,A
320,Hamblen County,20,Russellville Elementary,K8,3.466666666666667,2.5999999999999996,3.7333333333333334,NA,NA,NA,3.1,A
320,Hamblen County,27,Lincoln Heights Middle School,K8,1.1,3.9,2.4000000000000004,NA,NA,0.9,2.2,B
320,Hamblen County,30,Union Heights Elementary,K8,2.5999999999999996,1.2666666666666666,2.7333333333333334,NA,NA,NA,2.1,B
320,Hamblen County,33,West View Middle School,K8,2.4,0.8,2.8666666666666663,NA,NA,0,1.6,C
320,Hamblen County,35,Whitesburg Elementary,K8,3.6,2,4,NA,NA,NA,3,B
320,Hamblen County,37,Meadowview Middle School,K8,1.2000000000000002,1.4,3.0999999999999996,NA,NA,1,1.4,C
